,primary_photo,last_update_date,source,tags,permalink,status,list_date,open_houses,description,branding,list_price,lead_attributes,property_id,photos,flags,community,products,virtual_tours,other_listings,listing_id,price_reduced_amount,location,matterport
0,{'href': 'https://ap.rdcpix.com/66dd314365952ff9168be8a196f48367l-m1514486613s-w1024_h768.jpg'},2021-04-08T15:23:05Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['community_outdoor_space', 'dining_room', 'forced_air', 'basement', 'single_story', 'big_yard', 'fenced_yard', 'farm', 'ranch', 'investment_opportunity']",19935-Monte-Vista-St_Detroit_MI_48221_M46269-17545,for_sale,2021-04-08T19:26:10Z,,"{'baths_3qtr': None, 'year_built': 1944, 'sold_price': None, 'baths_full': 1, 'name': None, 'baths_half': 1, 'lot_sqft': 4792, 'sqft': 872, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': None, 'stories': 1, 'beds': 3, 'type': 'single_family'}","[{'name': 'RE/MAX Leading Edge', 'photo': None, 'type': 'Office'}]",24900,{'show_contact_an_agent': True},4626917545,"[{'tags': [{'label': 'house_view', 'probability': 0.9563884139061}, {'label': 'yard', 'probability': 0.022639438509941}, {'label': 'porch_yard', 'probability': 0.0085310395807028}], 'href': 'https://ap.rdcpix.com/66dd314365952ff9168be8a196f48367l-m1514486613s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.99470829963684}, {'label': 'road_view', 'probability': 0.0050002858042717}, {'label': 'porch_yard', 'probability': 0.00023480935487896}], 'href': 'https://ap.rdcpix.com/66dd314365952ff9168be8a196f48367l-m1485427631s-w1024_h768.jpg'}, {'tags': [{'label': 'kitchen', 'probability': 0.87600463628769}, {'label': 'laundry_room', 'probability': 0.12369601428509}, {'label': 'bathroom', 'probability': 0.00025288897450082}], 'href': 'https://ap.rdcpix.com/66dd314365952ff9168be8a196f48367l-m1440690119s-w1024_h768.jpg'}, {'tags': [{'label': 'bedroom', 'probability': 0.99425488710403}, {'label': 'unknown', 'probability': 0.0057208840735257}, {'label': 'living_room', 'probability': 2.1939600628684e-05}], 'href': 'https://ap.rdcpix.com/66dd314365952ff9168be8a196f48367l-m1517089826s-w1024_h768.jpg'}, {'tags': [{'label': 'unknown', 'probability': 0.90506672859192}, {'label': 'bedroom', 'probability': 0.087870605289936}, {'label': 'bathroom', 'probability': 0.0046108481474221}], 'href': 'https://ap.rdcpix.com/66dd314365952ff9168be8a196f48367l-m4239614467s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': True, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2927918203', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2922996952', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2927918203,,"{'address': {'postal_code': '48221', 'state': 'Michigan', 'coordinate': {'lon': -83.169149, 'lat': 42.439083}, 'city': 'Detroit', 'state_code': 'MI', 'line': '19935 Monte Vista St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=19935%20Monte%20Vista%20St%2C%20Detroit%2C%20MI%2048221&size=640x480&source=outdoor&signature=xrojcE9wtw7v0hMiCOCRJPglCio=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
1,{'href': 'https://ap.rdcpix.com/264a6ce3429bf1469990a6ba5f223da7l-m915161308s-w1024_h768.jpg'},2021-04-09T00:02:34Z,"{'plan_id': None, 'agents': [{'office_name': 'RE/MAX Leading Edge'}], 'spec_id': None, 'type': 'mls'}","['central_air', 'dining_room', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'master_bedroom', 'furniture', 'new_roof']",18640-Russell-St_Highland-Park_MI_48203_M49020-56554,for_sale,2021-04-08T15:40:20Z,,"{'baths_3qtr': None, 'year_built': 1925, 'sold_price': None, 'baths_full': 1, 'name': None, 'baths_half': None, 'lot_sqft': 7405, 'sqft': 1000, 'baths': 1, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'RE/MAX LEADING EDGE', 'photo': None, 'type': 'Office'}]",50000,{'show_contact_an_agent': True},4902056554,"[{'tags': [{'label': 'house_view', 'probability': 0.44491052627563}, {'label': 'porch_yard', 'probability': 0.43061938881874}, {'label': 'yard', 'probability': 0.11542444676161}], 'href': 'https://ap.rdcpix.com/264a6ce3429bf1469990a6ba5f223da7l-m915161308s-w1024_h768.jpg'}, {'tags': [{'label': 'house_view', 'probability': 0.92775362730026}, {'label': 'yard', 'probability': 0.047961432486773}, {'label': 'porch_yard', 'probability': 0.0099095767363906}], 'href': 'https://ap.rdcpix.com/264a6ce3429bf1469990a6ba5f223da7l-m4062519140s-w1024_h768.jpg'}, {'tags': [{'label': 'porch_yard', 'probability': 0.51573193073273}, {'label': 'road_view', 'probability': 0.27768701314926}, {'label': 'yard', 'probability': 0.17580999433994}], 'href': 'https://ap.rdcpix.com/264a6ce3429bf1469990a6ba5f223da7l-m3130503573s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.91471213102341}, {'label': 'porch_yard', 'probability': 0.084981985390186}, {'label': 'house_view', 'probability': 0.0002909722388722}], 'href': 'https://ap.rdcpix.com/264a6ce3429bf1469990a6ba5f223da7l-m3383141156s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.95471978187561}, {'label': 'bedroom', 'probability': 0.025136806070805}, {'label': 'dining_room', 'probability': 0.012241612188518}], 'href': 'https://ap.rdcpix.com/264a6ce3429bf1469990a6ba5f223da7l-m1840959680s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2927904368', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2927904368,,"{'address': {'postal_code': '48203', 'state': 'Michigan', 'coordinate': {'lon': -83.089734, 'lat': 42.430089}, 'city': 'Highland Park', 'state_code': 'MI', 'line': '18640 Russell St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=18640%20Russell%20St%2C%20Highland%20Park%2C%20MI%2048203&size=640x480&source=outdoor&signature=odDmRMUclq1nrj3rTwXjDPwjEqw=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
2,{'href': 'https://ap.rdcpix.com/7abb85e84541a0b4299810f8b575d645l-m460529041s-w1024_h768.jpg'},2021-04-08T15:08:07Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['dining_room', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories']",3302-Lawrence-St_Detroit_MI_48206_M48895-13155,for_sale,2021-04-08T16:55:31Z,,"{'baths_3qtr': None, 'year_built': 1924, 'sold_price': 45000, 'baths_full': 1, 'name': None, 'baths_half': 1, 'lot_sqft': 4356, 'sqft': 1870, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': None, 'stories': 2, 'beds': 4, 'type': 'single_family'}","[{'name': 'KW Metro', 'photo': None, 'type': 'Office'}]",60000,{'show_contact_an_agent': True},4889513155,"[{'tags': [{'label': 'house_view', 'probability': 0.69226479530334}, {'label': 'porch_yard', 'probability': 0.23777809739113}, {'label': 'yard', 'probability': 0.037765547633171}], 'href': 'https://ap.rdcpix.com/7abb85e84541a0b4299810f8b575d645l-m460529041s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.99332314729691}, {'label': 'dining_room', 'probability': 0.0060790879651904}, {'label': 'unknown', 'probability': 0.00053350126836449}], 'href': 'https://ap.rdcpix.com/7abb85e84541a0b4299810f8b575d645l-m2806634493s-w1024_h768.jpg'}, {'tags': [{'label': 'bathroom', 'probability': 0.99991822242737}, {'label': 'unknown', 'probability': 7.0102272729855e-05}, {'label': 'laundry_room', 'probability': 8.1150583355338e-06}], 'href': 'https://ap.rdcpix.com/7abb85e84541a0b4299810f8b575d645l-m317757206s-w1024_h768.jpg'}, {'tags': [{'label': 'kitchen', 'probability': 0.99368178844452}, {'label': 'unknown', 'probability': 0.0037581478245556}, {'label': 'living_room', 'probability': 0.0015508090145886}], 'href': 'https://ap.rdcpix.com/7abb85e84541a0b4299810f8b575d645l-m1849707625s-w1024_h768.jpg'}, {'tags': [{'label': 'dining_room', 'probability': 0.77008134126663}, {'label': 'living_room', 'probability': 0.22821412980556}, {'label': 'unknown', 'probability': 0.0016728338086978}], 'href': 'https://ap.rdcpix.com/7abb85e84541a0b4299810f8b575d645l-m2080615769s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2927908865', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '509895253', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '517149985', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2927908865,,"{'address': {'postal_code': '48206', 'state': 'Michigan', 'coordinate': {'lon': -83.121428, 'lat': 42.378746}, 'city': 'Detroit', 'state_code': 'MI', 'line': '3302 Lawrence St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3302%20Lawrence%20St%2C%20Detroit%2C%20MI%2048206&size=640x480&source=outdoor&signature=Ar_ADgDcVSY_PHusEcXZOrMRWn8=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
3,{'href': 'https://ap.rdcpix.com/003410d4785775a50bb4c28f0d727813l-m4224818150s-w1024_h768.jpg'},2021-04-09T00:48:55Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['central_air', 'dining_room', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'rental_property', 'park']",18517-Burt-Rd_Detroit_MI_48219_M39010-07251,for_sale,2021-04-09T04:52:54Z,,"{'baths_3qtr': None, 'year_built': 1957, 'sold_price': 52200, 'baths_full': 1, 'name': None, 'baths_half': None, 'lot_sqft': 5663, 'sqft': 1063, 'baths': 1, 'sub_type': None, 'baths_1qtr': None, 'garage': 1, 'stories': 1, 'beds': 3, 'type': 'single_family'}","[{'name': 'Keller Williams Domain Birmingham', 'photo': 'https://ap.rdcpix.com/1202092327/239010286a3103ef3c6597ffc9d37b9ao-c0s.jpg', 'type': 'Office'}]",69900,{'show_contact_an_agent': True},3901007251,"[{'tags': [{'label': 'porch_yard', 'probability': 0.52551752328873}, {'label': 'porch', 'probability': 0.47146278619766}, {'label': 'house_view', 'probability': 0.002692460315302}], 'href': 'https://ap.rdcpix.com/003410d4785775a50bb4c28f0d727813l-m4224818150s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'advantage_pro'},,"{'rdc': [{'listing_id': '2927940847', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2912542983', 'listing_key': None, 'status': 'sold', 'primary': None}]}",2927940847,,"{'address': {'postal_code': '48219', 'state': 'Michigan', 'coordinate': {'lon': -83.248684, 'lat': 42.425882}, 'city': 'Detroit', 'state_code': 'MI', 'line': '18517 Burt Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=18517%20Burt%20Rd%2C%20Detroit%2C%20MI%2048219&size=640x480&source=outdoor&signature=uZntSQyRMVjqBHDclPQenAYEFmI=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
4,{'href': 'https://ap.rdcpix.com/dbef7752f374fd5770f522e16c427921l-m351806007s-w1024_h768.jpg'},2021-04-07T19:28:30Z,"{'plan_id': None, 'agents': [{'office_name': 'Keller Williams Advantage'}, {'office_name': 'Keller Williams Advantage'}], 'spec_id': None, 'type': 'mls'}","['community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'exposed_brick']",8810-Olivet-St_Detroit_MI_48209_M32240-58290,for_sale,2021-04-07T23:32:00Z,,"{'baths_3qtr': None, 'year_built': 1913, 'sold_price': None, 'baths_full': 1, 'name': None, 'baths_half': 1, 'lot_sqft': 8276, 'sqft': 1015, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'KW Advantage', 'photo': None, 'type': 'Office'}]",60000,{'show_contact_an_agent': True},3224058290,"[{'tags': [{'label': 'porch', 'probability': 0.99139684438705}, {'label': 'porch_yard', 'probability': 0.0059164804406464}, {'label': 'house_view', 'probability': 0.0026787272654474}], 'href': 'https://ap.rdcpix.com/dbef7752f374fd5770f522e16c427921l-m351806007s-w1024_h768.jpg'}, {'tags': [{'label': 'farm_land', 'probability': 0.98976969718933}, {'label': 'yard', 'probability': 0.0078637637197971}, {'label': 'garage', 'probability': 0.0012190790148452}], 'href': 'https://ap.rdcpix.com/dbef7752f374fd5770f522e16c427921l-m3100407186s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.996537566185}, {'label': 'house_view', 'probability': 0.0019460320472717}, {'label': 'unknown', 'probability': 0.0004867110401392}], 'href': 'https://ap.rdcpix.com/dbef7752f374fd5770f522e16c427921l-m4149073542s-w1024_h768.jpg'}, {'tags': [{'label': 'laundry_room', 'probability': 0.94929879903793}, {'label': 'garage', 'probability': 0.043592162430286}, {'label': 'unknown', 'probability': 0.0047425320371985}], 'href': 'https://ap.rdcpix.com/dbef7752f374fd5770f522e16c427921l-m2538706481s-w1024_h768.jpg'}, {'tags': [{'label': 'bedroom', 'probability': 0.96262311935425}, {'label': 'garage', 'probability': 0.027666268870234}, {'label': 'laundry_room', 'probability': 0.0051928032189608}], 'href': 'https://ap.rdcpix.com/dbef7752f374fd5770f522e16c427921l-m3191201229s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': True, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2927880866', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2927880866,,"{'address': {'postal_code': '48209', 'state': 'Michigan', 'coordinate': {'lon': -83.128301, 'lat': 42.29942}, 'city': 'Detroit', 'state_code': 'MI', 'line': '8810 Olivet St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8810%20Olivet%20St%2C%20Detroit%2C%20MI%2048209&size=640x480&source=outdoor&signature=qggskPpJtsNgi_v-4aDq_43CL9s=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
5,{'href': 'https://ap.rdcpix.com/dabd32bec8b383d8164230890cdaa148l-m3916840807s-w1024_h768.jpg'},2021-04-09T00:54:44Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['community_outdoor_space', 'family_room', 'fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'floor_plan']",2246-Virginia-Park-St_Detroit_MI_48206_M43488-24042,for_sale,2021-04-09T01:35:25Z,,"{'baths_3qtr': None, 'year_built': 1914, 'sold_price': 43000, 'baths_full': 2, 'name': None, 'baths_half': 1, 'lot_sqft': 8712, 'sqft': 2342, 'baths': 3, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 3, 'beds': 4, 'type': 'single_family'}","[{'name': 'Teamharveyusa! Realty Inc', 'photo': None, 'type': 'Office'}]",150000,{'show_contact_an_agent': True},4348824042,"[{'tags': [{'label': 'porch', 'probability': 0.70166045427322}, {'label': 'porch_yard', 'probability': 0.28959757089615}, {'label': 'house_view', 'probability': 0.0081808352842927}], 'href': 'https://ap.rdcpix.com/dabd32bec8b383d8164230890cdaa148l-m3916840807s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2927935535', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2907291905', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '551373589', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '545952285', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2927935535,,"{'address': {'postal_code': '48206', 'state': 'Michigan', 'coordinate': {'lon': -83.099619, 'lat': 42.368338}, 'city': 'Detroit', 'state_code': 'MI', 'line': '2246 Virginia Park St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2246%20Virginia%20Park%20St%2C%20Detroit%2C%20MI%2048206&size=640x480&source=outdoor&signature=UYashuFwUf2ArsxhYNWzFbfDCd8=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
6,{'href': 'https://ap.rdcpix.com/698a92992b078c915193cab101edc288l-m3896462500s-w1024_h768.jpg'},2021-04-08T18:55:39Z,"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","['basement', 'two_or_more_stories', 'garage_1_or_more', 'rental_property', 'investment_opportunity']",15770-Birwood-St_Detroit_MI_48238_M42940-83521,for_sale,2021-04-08T18:59:02Z,,"{'baths_3qtr': None, 'year_built': 1940, 'sold_price': 52900, 'baths_full': 1, 'name': None, 'baths_half': 1, 'lot_sqft': 6098, 'sqft': 1696, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 1, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'Elite Real Estate Professionals, Inc.', 'photo': None, 'type': 'Office'}]",65000,{'show_contact_an_agent': True},4294083521,"[{'tags': [{'label': 'yard', 'probability': 0.48268750309944}, {'label': 'porch_yard', 'probability': 0.32536119222641}, {'label': 'road_view', 'probability': 0.086375251412392}], 'href': 'https://ap.rdcpix.com/698a92992b078c915193cab101edc288l-m3896462500s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.99132347106934}, {'label': 'porch_yard', 'probability': 0.0051738535985351}, {'label': 'house_view', 'probability': 0.0017351862043142}], 'href': 'https://ap.rdcpix.com/698a92992b078c915193cab101edc288l-m4006298061s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.96388077735901}, {'label': 'road_view', 'probability': 0.027846295386553}, {'label': 'garage', 'probability': 0.004056210629642}], 'href': 'https://ap.rdcpix.com/698a92992b078c915193cab101edc288l-m1716306874s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.47673931717873}, {'label': 'garage', 'probability': 0.22334329783916}, {'label': 'road_view', 'probability': 0.16328905522823}], 'href': 'https://ap.rdcpix.com/698a92992b078c915193cab101edc288l-m26016047s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.9990022778511}, {'label': 'road_view', 'probability': 0.00053942389786243}, {'label': 'farm_land', 'probability': 0.00020809995476156}], 'href': 'https://ap.rdcpix.com/698a92992b078c915193cab101edc288l-m2890854813s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2927916377', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2900090662', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '611988973', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '610852701', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '597959677', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '583754853', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2927916377,,"{'address': {'postal_code': '48238', 'state': 'Michigan', 'coordinate': {'lon': -83.163883, 'lat': 42.407058}, 'city': 'Detroit', 'state_code': 'MI', 'line': '15770 Birwood St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=15770%20Birwood%20St%2C%20Detroit%2C%20MI%2048238&size=640x480&source=outdoor&signature=VQM8ij0Pexx75aROeqIO__OdXbo=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
7,{'href': 'https://ap.rdcpix.com/a3acefe4b6a081326ff0efaea802b431l-m1671817283s-w1024_h768.jpg'},2021-04-08T13:05:33Z,"{'plan_id': None, 'agents': [{'office_name': 'Rondo Investment LLC'}, {'office_name': 'Rondo Investment LLC'}], 'spec_id': None, 'type': 'mls'}","['dining_room', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'rental_property']",11504-Engleside-St_Detroit_MI_48205_M31676-89440,for_sale,2021-04-08T15:25:38Z,,"{'baths_3qtr': None, 'year_built': 1939, 'sold_price': 164000, 'baths_full': 2, 'name': None, 'baths_half': None, 'lot_sqft': 5227, 'sqft': 1572, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'Rondo Investment Llc', 'photo': None, 'type': 'Office'}]",59900,{'show_contact_an_agent': True},3167689440,"[{'tags': [{'label': 'yard', 'probability': 0.7667641043663}, {'label': 'porch_yard', 'probability': 0.19366773962975}, {'label': 'garage', 'probability': 0.026591001078486}], 'href': 'https://ap.rdcpix.com/a3acefe4b6a081326ff0efaea802b431l-m1671817283s-w1024_h768.jpg'}, {'tags': [{'label': 'porch_yard', 'probability': 0.884281873703}, {'label': 'house_view', 'probability': 0.073545664548874}, {'label': 'porch', 'probability': 0.021537210792303}], 'href': 'https://ap.rdcpix.com/a3acefe4b6a081326ff0efaea802b431l-m3903873020s-w1024_h768.jpg'}, {'tags': [{'label': 'garage', 'probability': 0.95897996425629}, {'label': 'farm_land', 'probability': 0.040152162313461}, {'label': 'road_view', 'probability': 0.00038189737824723}], 'href': 'https://ap.rdcpix.com/a3acefe4b6a081326ff0efaea802b431l-m2145646820s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2927903407', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '566948525', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '589186377', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '566183437', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2927903407,,"{'address': {'postal_code': '48205', 'state': 'Michigan', 'coordinate': {'lon': -83.002983, 'lat': 42.417061}, 'city': 'Detroit', 'state_code': 'MI', 'line': '11504 Engleside St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=11504%20Engleside%20St%2C%20Detroit%2C%20MI%2048205&size=640x480&source=outdoor&signature=5CQl2ORLSizvWoqNJODpHp_qVv0=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
8,{'href': 'https://ap.rdcpix.com/c6bf39b0d5c3970e33e21e4c7f984d70l-m1896363079s-w1024_h768.jpg'},2021-04-08T20:55:27Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['dining_room', 'forced_air', 'basement', 'two_or_more_stories', 'master_bedroom']",8557-Strathmoor-St_Detroit_MI_48228_M45147-81145,for_sale,2021-04-09T00:58:44Z,,"{'baths_3qtr': None, 'year_built': 1943, 'sold_price': 38500, 'baths_full': 1, 'name': None, 'baths_half': None, 'lot_sqft': 5227, 'sqft': 904, 'baths': 1, 'sub_type': None, 'baths_1qtr': None, 'garage': None, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'Amin Realty', 'photo': None, 'type': 'Office'}]",19900,{'show_contact_an_agent': True},4514781145,"[{'tags': [{'label': 'farm_land', 'probability': 0.66061514616013}, {'label': 'house_view', 'probability': 0.33394211530685}, {'label': 'yard', 'probability': 0.005385359749198}], 'href': 'https://ap.rdcpix.com/c6bf39b0d5c3970e33e21e4c7f984d70l-m1896363079s-w1024_h768.jpg'}, {'tags': [{'label': 'house_view', 'probability': 0.74413365125656}, {'label': 'yard', 'probability': 0.21840569376945}, {'label': 'porch_yard', 'probability': 0.019441209733486}], 'href': 'https://ap.rdcpix.com/c6bf39b0d5c3970e33e21e4c7f984d70l-m1223543890s-w1024_h768.jpg'}, {'tags': [{'label': 'unknown', 'probability': 0.8178995847702}, {'label': 'bedroom', 'probability': 0.17900168895721}, {'label': 'living_room', 'probability': 0.0019750639330596}], 'href': 'https://ap.rdcpix.com/c6bf39b0d5c3970e33e21e4c7f984d70l-m3984841545s-w1024_h768.jpg'}, {'tags': [{'label': 'bedroom', 'probability': 0.98625296354294}, {'label': 'unknown', 'probability': 0.013661069795489}, {'label': 'water_front', 'probability': 5.051174593973e-05}], 'href': 'https://ap.rdcpix.com/c6bf39b0d5c3970e33e21e4c7f984d70l-m4235031931s-w1024_h768.jpg'}, {'tags': [{'label': 'unknown', 'probability': 0.54916894435883}, {'label': 'bedroom', 'probability': 0.43543747067451}, {'label': 'laundry_room', 'probability': 0.0073636206798255}], 'href': 'https://ap.rdcpix.com/c6bf39b0d5c3970e33e21e4c7f984d70l-m1364768415s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2927934540', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '507584525', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2927934540,,"{'address': {'postal_code': '48228', 'state': 'Michigan', 'coordinate': {'lon': -83.186276, 'lat': 42.356848}, 'city': 'Detroit', 'state_code': 'MI', 'line': '8557 Strathmoor St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8557%20Strathmoor%20St%2C%20Detroit%2C%20MI%2048228&size=640x480&source=outdoor&signature=oxXsR5vnzxym4ZqBlpO8ToZp5QQ=', 'county': {'fips_code': '26163', 'name': 'Wayne'}}",False
